Date,Make,Type,Title,Location,Mileage,Overview Price,Detail Price,Engine CC,YOM,Post Make,Model,Gear,Fuel Type,Post URL,Image URL
8/4/2025,suzuki,cars,Suzuki Maruti 2006 Car,Homagama,120000 (km),"Rs. 2,090,000","Rs. 2,090,000",800,2006,Suzuki,Maruti,Manual,Petrol,https://riyasewana.com/buy/suzuki-maruti-sale-homagama-10146518,https://riyasewana.com/thumb/thumbsuzuki-maruti-410211322571.jpg
8/4/2025,suzuki,cars,Suzuki Wagon R Stingray Turbo 2017 Car,Nittambuwa,122500 (km),"Rs. 7,500,000","Rs. 7,500,000",660,2017,Suzuki,Wagon R Stingray Turbo,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-nittambuwa-10146516,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2017-410210012143.jpg
8/4/2025,suzuki,cars,Suzuki Alto 800 2015 Car,Negombo,84000 (km),"Rs. 3,965,000","Rs. 3,965,000",800,2015,Suzuki,Alto 800,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-800-sale-negombo-10146513,https://riyasewana.com/thumb/thumbsuzuki-alto-800-4102024121.jpg
8/4/2025,suzuki,cars,Suzuki Celerio VXi 2015 Car,Maharagama,56000 (km),"Rs. 6,050,000","Rs. 6,050,000",1000,2015,Suzuki,Celerio VXi,Automatic,Petrol,https://riyasewana.com/buy/suzuki-celerio-vxi-sale-maharagama-10146471,https://riyasewana.com/thumb/thumbsuzuki-celerio-vxi-2015-41013201210118.jpg
8/4/2025,suzuki,cars,Suzuki Wagon R Stingray 2017 Car,Kurunegala,91000 (km),"Rs. 7,500,000","Rs. 7,500,000",660,2017,Suzuki,Wagon R Stingray,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-10146439,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2017-410075112461.jpg
8/4/2025,suzuki,cars,Suzuki Alto 2015 Car,Matugama,,Negotiable,Negotiable,800,2015,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-matugama-10146427,https://riyasewana.com/thumb/thumbsuzuki-alto-2015-410064112751.jpg
8/4/2025,suzuki,cars,Suzuki Swift 2004 Car,Panadura,105000 (km),"Rs. 4,650,000","Rs. 4,650,000",1300,2004,Suzuki,Swift,Automatic,Petrol,https://riyasewana.com/buy/suzuki-swift-sale-panadura-10146405,https://riyasewana.com/thumb/thumbsuzuki-shift-410030222841.jpg
8/4/2025,suzuki,cars,Suzuki Swift Center Antenna 2004 Car,Kaduwela,160000 (km),"Rs. 4,525,000","Rs. 4,525,000",1300,2004,Suzuki,Swift Center Antenna,Automatic,Petrol,https://riyasewana.com/buy/suzuki-swift-center-sale-kaduwela-10146388,https://riyasewana.com/thumb/thumbsuzuki-swift-center-41000084341.jpg
8/4/2025,suzuki,cars,Suzuki Alto 2015 Car,Colombo,84000 (km),Negotiable,Negotiable,800,2015,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-colombo-10146380,https://riyasewana.com/thumb/thumbsuzuki-alto-4959134261.jpg
8/4/2025,suzuki,cars,Suzuki Swift 2023 Car,Boralesgamuwa,,"Rs. 14,450,000","Rs. 14,450,000",1190,2023,Suzuki,Swift,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-swift-sale-boralesgamuwa-10146374,https://riyasewana.com/thumb/thumbsuzuki-swift-hybrid-49581171.jpg
8/4/2025,suzuki,cars,Suzuki Wagon R Fz 2018 Car,Kandy,38000 (km),Negotiable,Negotiable,650,2018,Suzuki,Wagon R Fz,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-kandy-10146371,https://riyasewana.com/thumb/thumbsuzuki-fz-2018-49575812611.jpg
